oa_code,oa_desc,oa_short_desc,grade_code,subject_code,bloom_level,cog_skill,oa_version,semester,complexity_level,estimated_hours,ministerial_priority,is_transversal,enriched_at
MA05OA11,Comparar y ordenar decimales hasta la milésima.,Comparar y ordenar decimales hasta la milésima.,5B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.509019
MA05OA12,"Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la milésima.","Resolver adiciones y sustracciones de decimales, empleando el valor posicional hasta la milésima.",5B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.509019
MA05OA13,"Resolver problemas rutinarios y no rutinarios, aplicando adiciones y sustracciones de fracciones propias o decimales hasta la milésima.","Resolver problemas rutinarios y no rutinarios, aplicando adiciones y sustracciones de fracciones pro...",5B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.509019
MA05OA14,Descubrir alguna regla que explique una sucesión dada y que permita hacer predicciones.,Descubrir alguna regla que explique una sucesión dada y que permita hacer predicciones.,5B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.509019
MA05OA15,"Resolver problemas, usando ecuaciones e inecuaciones de un paso, que involucren adiciones y sustracciones, en forma pictórica y simbólica.","Resolver problemas, usando ecuaciones e inecuaciones de un paso, que involucren adiciones y sustracc...",5B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.509019
MA05OA16,"Identificar y dibujar puntos en el primer cuadrante del plano cartesiano, dadas sus coordenadas en números naturales.","Identificar y dibujar puntos en el primer cuadrante del plano cartesiano, dadas sus coordenadas en n...",5B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.509019
MA05OA17,Describir y dar ejemplos de aristas y caras de figuras 3D y lados de figuras 2D:,Describir y dar ejemplos de aristas y caras de figuras 3D y lados de figuras 2D:,5B,MAT,Comprender,espacial,2023,1,2,4,normal,False,2025-07-07T16:13:46.509019
MA05OA18,"Demostrar que comprenden el concepto de congruencia, usando la traslación, la reflexión y la rotación en cuadrículas y mediante software geométrico.","Demostrar que comprenden el concepto de congruencia, usando la traslación, la reflexión y la rotació...",5B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.509019
MA05OA19,"Medir longitudes con unidades estandarizadas (m, cm, mm) en el contexto de la resolución de problemas.","Medir longitudes con unidades estandarizadas (m, cm, mm) en el contexto de la resolución de problema...",5B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.509019
MA05OA20,"Realizar transformaciones entre unidades de medidas de longitud: km a m, m a cm, cm a mm y viceversa, de manera manual y/o usando software educativo.","Realizar transformaciones entre unidades de medidas de longitud: km a m, m a cm, cm a mm y viceversa...",5B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.509019
MA05OA21,"Diseñar y construir diferentes rectángulos, dados el perímetro, el área o ambos, y sacar conclusiones.","Diseñar y construir diferentes rectángulos, dados el perímetro, el área o ambos, y sacar conclusione...",5B,MAT,Crear,mantener,2023,1,5,4,normal,False,2025-07-07T16:13:46.510520
MA05OA22,"Calcular áreas de triángulos, de paralelogramos y de trapecios, y estimar áreas de figuras irregulares aplicando las siguientes estrategias:","Calcular áreas de triángulos, de paralelogramos y de trapecios, y estimar áreas de figuras irregular...",5B,MAT,Aplicar,espacial,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA05OA23,Calcular el promedio de datos e interpretarlo en su contexto.,Calcular el promedio de datos e interpretarlo en su contexto.,5B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA05OA24,"Describir la posibilidad de ocurrencia de un evento en base a un experimento aleatorio, empleando los términos seguro - posible - poco posible - imposible.","Describir la posibilidad de ocurrencia de un evento en base a un experimento aleatorio, empleando lo...",5B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.510520
MA05OA25,Comparar probabilidades de distintos eventos sin calcularlas.,Comparar probabilidades de distintos eventos sin calcularlas.,5B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.510520
MA06OA01,Factores y múltiplos,Factores y múltiplos,6B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.510520
MA06OA02,"Realizar cálculos que involucren las cuatro operaciones en el contexto de la resolución de problemas, utilizando la calculadora en ámbitos superiores a 10 000.",Realizar cálculos que involucren las cuatro operaciones en el contexto de la resolución de problemas...,6B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.510520
MA06OA03,"Demostrar que comprenden el concepto de razón de manera concreta, pictórica y simbólica, en forma manual y/o usando software educativo.","Demostrar que comprenden el concepto de razón de manera concreta, pictórica y simbólica, en forma ma...",6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA04,"Demostrar que comprenden el concepto de porcentaje de manera concreta, pictórica y simbólica, de forma manual y/o usando software educativo.","Demostrar que comprenden el concepto de porcentaje de manera concreta, pictórica y simbólica, de for...",6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA05,Fracciones y números mixtos,Fracciones y números mixtos,6B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.510520
MA06OA06,Resolver adiciones y sustracciones de fracciones propias e impropias y números mixtos con numeradores y denominadores de hasta dos dígitos.,Resolver adiciones y sustracciones de fracciones propias e impropias y números mixtos con numeradore...,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA07,"Demostrar que comprenden la multiplicación y la división de decimales por números naturales de un dígito, múltiplos de 10 y decimales hasta la milésima de manera concreta, pictórica y simbólica.",Demostrar que comprenden la multiplicación y la división de decimales por números naturales de un dí...,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA08,"Resolver problemas rutinarios y no rutinarios que involucren adiciones y sustracciones de fracciones propias, impropias, números mixtos o decimales hasta la milésima.",Resolver problemas rutinarios y no rutinarios que involucren adiciones y sustracciones de fracciones...,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA09,Resolver problemas con tablas de datos,Resolver problemas con tablas de datos,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA10,"Representar generalizaciones de relaciones entre números naturales, usando expresiones con letras y ecuaciones.","Representar generalizaciones de relaciones entre números naturales, usando expresiones con letras y ...",6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA11,Resolver ecuaciones de primer grado con una incognita,Resolver ecuaciones de primer grado con una incognita,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.510520
MA06OA12,Construir y comparar triángulos de acuerdo a la medida de sus lados y /o sus ángulos con instrumentos geométricos o software geométrico.,Construir y comparar triángulos de acuerdo a la medida de sus lados y /o sus ángulos con instrumento...,6B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.511522
MA06OA13,"Demostrar que comprenden el concepto de área de una superficie en cubos y paralelepípedos, calculando el área de sus redes (plantillas) asociadas.","Demostrar que comprenden el concepto de área de una superficie en cubos y paralelepípedos, calculand...",6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
MA06OA14,"Realizar teselados de figuras 2D usando traslaciones, reflexiones y rotaciones.","Realizar teselados de figuras 2D usando traslaciones, reflexiones y rotaciones.",6B,MAT,Recordar,espacial,2023,1,1,4,normal,False,2025-07-07T16:13:46.511522
MA06OA15,"Construir ángulos agudos, obtusos, rectos, extendidos y completos con instrumentos geométricos o software geométrico.","Construir ángulos agudos, obtusos, rectos, extendidos y completos con instrumentos geométricos o sof...",6B,MAT,Crear,mantener,2023,1,5,4,normal,False,2025-07-07T16:13:46.511522
MA06OA16,Identificar los ángulos que se forman entre dos rectas que se cortan (pares de ángulos opuestos por el vértice y pares de ángulos complementarios).,Identificar los ángulos que se forman entre dos rectas que se cortan (pares de ángulos opuestos por ...,6B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.511522
MA06OA17,"Demostrar de manera concreta, pictórica y simbólica que la suma de los ángulos interiores de un triángulo es 180° y de un cuadrilátero es 360°.","Demostrar de manera concreta, pictórica y simbólica que la suma de los ángulos interiores de un triá...",6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
MA06OA18,Calcular superficie de cubos y paralelepípedos,Calcular superficie de cubos y paralelepípedos,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
MA06OA19,Calcular volumen de cubos y paralelepípedos,Calcular volumen de cubos y paralelepípedos,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
MA06OA20,"Estimar y medir ángulos usando el transportador, expresando las mediciones en grados.","Estimar y medir ángulos usando el transportador, expresando las mediciones en grados.",6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
MA06OA21,Calcular ángulos en rectas paralelas cortadas por una transversal y en triángulos.,Calcular ángulos en rectas paralelas cortadas por una transversal y en triángulos.,6B,MAT,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
MA06OA22,"Comparar distribuciones de dos grupos, provenientes de muestras aleatorias, usando diagramas de puntos y de tallo y hojas.","Comparar distribuciones de dos grupos, provenientes de muestras aleatorias, usando diagramas de punt...",6B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.511522
MA06OA23,"Conjeturar acerca de la tendencia de resultados obtenidos en repeticiones de un mismo experimento con dados, monedas u otros, de manera manual y/o usando software educativo.",Conjeturar acerca de la tendencia de resultados obtenidos en repeticiones de un mismo experimento co...,6B,MAT,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.511522
MA06OA24,Leer e interpretar gráficos de barra doble y circulares y comunicar sus conclusiones.,Leer e interpretar gráficos de barra doble y circulares y comunicar sus conclusiones.,6B,MAT,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.511522
LE06OA01,Lectura fluida de textos,Lectura fluida de textos,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.511522
LE06OA02,Aplicar estrategias de comprensión lectora,Aplicar estrategias de comprensión lectora,6B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.511522
LE06OA03,Familiarizarse con un amplio repertorio literario,Familiarizarse con un amplio repertorio literario,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.511522
LE06OA04,Profundizar comprensión de narraciones leídas,Profundizar comprensión de narraciones leídas,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.511522
LE06OA05,Profundizar comprensión del lenguaje poético,Profundizar comprensión del lenguaje poético,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA06,Comprensión de textos no literarios,Comprensión de textos no literarios,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA07,Evaluar críticamente información en textos,Evaluar críticamente información en textos,6B,LEN,Evaluar,memorizar,2023,1,5,4,normal,False,2025-07-07T16:13:46.512529
LE06OA08,"Sintetizar, registrar y ordenar las ideas principales de textos leídos para satisfacer propósitos como estudiar, hacer una investigación, recordar detalles, etc.","Sintetizar, registrar y ordenar las ideas principales de textos leídos para satisfacer propósitos co...",6B,LEN,Crear,mantener,2023,1,5,4,normal,False,2025-07-07T16:13:46.512529
LE06OA09,"Desarrollar el gusto por la lectura, leyendo habitualmente diversos textos.","Desarrollar el gusto por la lectura, leyendo habitualmente diversos textos.",6B,LEN,Aplicar,mantener,2023,1,4,4,normal,False,2025-07-07T16:13:46.512529
LE06OA10,"Asistir habitualmente a la biblioteca para satisfacer diversos propósitos (seleccionar textos, investigar sobre un tema, informarse sobre actualidad, etc.), adecuando su comportamiento y cuidando el material para permitir el trabajo y la lectura de los demás.","Asistir habitualmente a la biblioteca para satisfacer diversos propósitos (seleccionar textos, inves...",6B,LEN,Recordar,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.512529
LE06OA11,"Buscar y comparar información sobre un tema, utilizando fuentes como internet, enciclopedias, libros, prensa, etc., para llevar a cabo una investigación.","Buscar y comparar información sobre un tema, utilizando fuentes como internet, enciclopedias, libros...",6B,LEN,Comprender,memorizar,2023,1,2,4,normal,False,2025-07-07T16:13:46.512529
LE06OA12,Determinar el significado de palabras nuevas,Determinar el significado de palabras nuevas,6B,LEN,Analizar,mantener,2023,1,4,4,normal,False,2025-07-07T16:13:46.512529
LE06OA13,"Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc.","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, d...",6B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.512529
LE06OA14,Escribir creativamente narraciones,Escribir creativamente narraciones,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA15,Escribir artículos informativos para comunicar información sobre un tema:,Escribir artículos informativos para comunicar información sobre un tema:,6B,LEN,Recordar,memorizar,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA16,"Escribir frecuentemente para compartir impresiones sobre sus lecturas, desarrollando un tema relevante del texto leído y fundamentando sus comentarios con ejemplos.","Escribir frecuentemente para compartir impresiones sobre sus lecturas, desarrollando un tema relevan...",6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA17,Planificar sus textos:,Planificar sus textos:,6B,LEN,Crear,mantener,2023,1,5,4,normal,False,2025-07-07T16:13:46.512529
LE06OA18,"Escribir, revisar y editar sus textos y transmitir sus ideas con claridad.","Escribir, revisar y editar sus textos y transmitir sus ideas con claridad.",6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA19,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o leídos.,Incorporar de manera pertinente en la escritura el vocabulario nuevo extraído de textos escuchados o...,6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA20,"Ampliar su capacidad expresiva, utilizando los recursos que ofrece el lenguaje para expresar un mismo mensaje de diversas maneras; por ejemplo:","Ampliar su capacidad expresiva, utilizando los recursos que ofrece el lenguaje para expresar un mism...",6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.512529
LE06OA21,"Utilizar correctamente los participios irregulares (por ejemplo, roto, abierto, dicho, escrito, muerto, puesto, vuelto) en sus producciones escritas.","Utilizar correctamente los participios irregulares (por ejemplo, roto, abierto, dicho, escrito, muer...",6B,LEN,Aplicar,mantener,2023,1,3,4,normal,False,2025-07-07T16:13:46.513976
LE06OA22,"Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las reglas de ortografía literal, acentual y puntual aprendidas en años anteriores, además de:","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las regla...",6B,LEN,Recordar,mantener,2023,1,1,4,normal,False,2025-07-07T16:13:46.513976
LE06OA23,"Comprender y disfrutar versiones completas de obras de la literatura, narradas o leídas por un adulto, como:","Comprender y disfrutar versiones completas de obras de la literatura, narradas o leídas por un adult...",6B,LEN,Comprender,mantener,2023,1,2,4,normal,False,2025-07-07T16:13:46.513976
LE06OA24,"Comprender textos orales (explicaciones, instrucciones, noticias, documentales, entrevistas, testimonios, relatos, reportajes, etc.) para obtener información y desarrollar su curiosidad por el mundo:","Comprender textos orales (explicaciones, instrucciones, noticias, documentales, entrevistas, testimo...",6B,LEN,Comprender,memorizar,2023,1,2,4,normal,False,2025-07-07T16:13:46.513976
LE06OA25,Evaluar críticamente mensajes publicitarios:,Evaluar críticamente mensajes publicitarios:,6B,LEN,Evaluar,mantener,2023,1,5,4,normal,False,2025-07-07T16:13:46.513976
